                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                0.99117,                 0.4743,                0.80888,                0.89806,                 0.7643,                0.81102,                0.52667,                 1.0168,                0.49251,                0.82895,             0.00061887,             0.00061887,             0.00061887
                     53,                 1.0339,                 0.4912,                0.81355,                0.90238,                0.72252,                0.80618,                0.50599,                 1.0222,                0.51507,                0.83217,              0.0006065,              0.0006065,              0.0006065
                     54,                0.98298,                0.46558,                0.80995,                0.92675,                0.75671,                0.81772,                0.52257,                0.98029,                0.48945,                0.82283,             0.00059413,             0.00059413,             0.00059413
                     55,                0.93039,                0.44801,                0.80396,                0.83876,                0.74782,                  0.807,                0.52497,                0.95096,                0.51526,                0.82402,             0.00058175,             0.00058175,             0.00058175
                     56,                0.95074,                0.46327,                0.80497,                0.90527,                0.71873,                0.79554,                0.51181,                0.94929,                0.51792,                0.82145,             0.00056938,             0.00056938,             0.00056938
                     57,                0.94271,                0.45973,                0.80231,                0.89632,                0.73271,                0.80499,                0.52204,                0.95604,                0.50494,                0.82142,               0.000557,               0.000557,               0.000557
                     58,                0.92019,                0.45473,                0.80375,                0.90105,                0.74096,                0.80972,                0.52066,                0.96222,                0.49997,                0.82291,             0.00054463,             0.00054463,             0.00054463
                     59,                0.91486,                0.44697,                0.80669,                 0.8597,                0.76795,                0.81182,                0.51915,                0.96187,                0.50469,                 0.8251,             0.00053225,             0.00053225,             0.00053225
                     60,                0.92326,                0.45439,                0.80341,                0.87596,                 0.7463,                0.80995,                0.50677,                0.95521,                0.49634,                 0.8224,             0.00051988,             0.00051988,             0.00051988
                     61,                0.91454,                0.44837,                0.80026,                0.92539,                0.69495,                 0.7926,                0.51931,                0.92549,                0.47753,                0.82035,              0.0005075,              0.0005075,              0.0005075
                     62,                 0.9176,                0.44713,                 0.8031,                0.93285,                0.74244,                0.81608,                0.53008,                0.94533,                0.47837,                0.82067,             0.00049513,             0.00049513,             0.00049513
                     63,                0.90233,                0.43881,                0.80315,                0.92049,                0.72502,                0.81312,                0.52433,                 0.9695,                 0.5002,                 0.8205,             0.00048275,             0.00048275,             0.00048275
                     64,                0.89341,                0.43612,                0.80092,                 0.9591,                0.74407,                0.81551,                0.53223,                0.93482,                0.49045,                0.81883,             0.00047038,             0.00047038,             0.00047038
                     65,                0.89031,                0.43312,                0.79933,                0.93442,                0.73544,                0.80922,                0.52555,                0.98164,                0.49325,                0.82214,               0.000458,               0.000458,               0.000458
                     66,                0.89092,                0.43495,                0.79952,                0.92558,                0.76381,                0.82777,                0.53007,                0.94743,                0.47687,                 0.8211,             0.00044563,             0.00044563,             0.00044563
                     67,                0.89238,                0.43382,                 0.7994,                0.87729,                0.75562,                0.80429,                  0.527,                0.95838,                0.48031,                0.81997,             0.00043325,             0.00043325,             0.00043325
                     68,                0.88193,                0.43305,                0.80001,                0.92432,                0.71329,                0.80755,                0.52191,                0.95143,                0.48476,                0.82155,             0.00042087,             0.00042087,             0.00042087
                     69,                0.87559,                0.42902,                0.80108,                0.93368,                0.73193,                0.81162,                0.51299,                0.98609,                0.48131,                0.82398,              0.0004085,              0.0004085,              0.0004085
                     70,                0.91086,                0.43617,                0.80036,                0.97048,                0.77225,                0.82597,                0.52787,                0.93587,                0.46558,                0.81852,             0.00039613,             0.00039613,             0.00039613
                     71,                0.87373,                0.42401,                0.79763,                0.89599,                 0.7484,                0.81904,                0.52778,                0.94232,                 0.4827,                0.81732,             0.00038375,             0.00038375,             0.00038375
                     72,                0.89086,                0.43113,                 0.7991,                0.93384,                0.75642,                0.82136,                 0.5396,                0.95018,                0.48364,                0.82122,             0.00037138,             0.00037138,             0.00037138
                     73,                0.85333,                0.41824,                  0.797,                0.95499,                0.71923,                0.80276,                0.51643,                0.95321,                0.48817,                0.82109,               0.000359,               0.000359,               0.000359
                     74,                 0.8702,                0.42302,                0.79717,                0.91882,                0.76931,                0.81788,                0.53888,                0.93945,                0.48215,                 0.8224,             0.00034663,             0.00034663,             0.00034663
                     75,                0.86338,                0.41977,                0.79805,                0.96144,                0.73496,                0.81942,                0.54278,                0.94446,                0.48082,                0.82165,             0.00033425,             0.00033425,             0.00033425
                     76,                0.85807,                0.42087,                0.79699,                0.91258,                 0.7536,                0.81353,                0.53457,                0.93137,                0.48591,                0.82061,             0.00032188,             0.00032188,             0.00032188
                     77,                0.85301,                0.41662,                0.79899,                0.93562,                0.75579,                0.81802,                 0.5373,                0.94772,                0.47305,                0.82166,              0.0003095,              0.0003095,              0.0003095
                     78,                0.85086,                0.41795,                0.79764,                0.93487,                0.74688,                0.82624,                0.53784,                 0.9308,                0.47526,                0.81993,             0.00029713,             0.00029713,             0.00029713
                     79,                0.84218,                0.41314,                0.79507,                0.96656,                0.75005,                0.81766,                0.52835,                0.95839,                0.47733,                 0.8201,             0.00028475,             0.00028475,             0.00028475
                     80,                0.83237,                0.40748,                0.79389,                0.96612,                0.74037,                0.81846,                 0.5362,                0.93426,                0.47706,                0.81786,             0.00027237,             0.00027237,             0.00027237
                     81,                0.82776,                0.40595,                0.79567,                0.94932,                0.73527,                0.80794,                0.53261,                0.93168,                0.48363,                0.81874,                0.00026,                0.00026,                0.00026
                     82,                0.83629,                0.41099,                0.79751,                0.92162,                0.73391,                0.81095,                0.53638,                0.92982,                0.46655,                0.81863,             0.00024762,             0.00024762,             0.00024762
                     83,                0.83017,                 0.4062,                0.79433,                0.91421,                0.74768,                0.81166,                0.52698,                0.92651,                0.46717,                0.81741,             0.00023525,             0.00023525,             0.00023525
                     84,                0.82071,                0.40336,                0.79475,                0.88491,                0.73006,                0.80843,                0.53121,                0.93086,                0.46151,                0.81685,             0.00022288,             0.00022288,             0.00022288
                     85,                0.81779,                0.40237,                0.79154,                0.92837,                0.72803,                0.81718,                0.53639,                0.92381,                 0.4731,                0.81677,              0.0002105,              0.0002105,              0.0002105
                     86,                0.80634,                0.39857,                0.79551,                0.90367,                0.75003,                0.81205,                0.52682,                0.91989,                  0.479,                0.81543,             0.00019813,             0.00019813,             0.00019813
